r,mean_alpha
0,0.96666667
1,0.96715686
2,0.9645098
3,0.96431373
4,0.96512605
5,0.96409314
6,0.96541889
7,0.9647813
8,0.96446078
9,0.96385621
10,0.96499423
11,0.96280637
12,0.96445013
13,0.96403509
14,0.96313725
15,0.96343954
16,0.96454902
17,0.96332607
18,0.96240573
19,0.96302521
20,0.961735
21,0.96226976
22,0.96242791
23,0.9627451
24,0.9624487
25,0.9622291
26,0.96217121
27,0.96185185
28,0.96169631
29,0.96099744
30,0.96096439
31,0.96122645
32,0.96093514
33,0.96193772
34,0.96041435
35,0.96184012
36,0.96092896
37,0.96063967
38,0.95928962
39,0.95902637
40,0.95882353
41,0.95781297
42,0.9572044
43,0.9564623
44,0.95610329
45,0.95448563
46,0.9552381
47,0.95393538
48,0.95196078
49,0.95357327
50,0.95266279
51,0.95199898
52,0.95111191
53,0.94749945
54,0.94880174
55,0.94624367
56,0.94631808
57,0.94400991
58,0.9428999
59,0.94158687
60,0.94037152
61,0.93610318
62,0.9342345
63,0.9322451
64,0.93381826
65,0.92892615
66,0.92615008
67,0.92049661
68,0.91818765
69,0.91759992
70,0.91472236
71,0.90918331
72,0.90205456
73,0.90101541
74,0.89528136
75,0.88713132
76,0.88615411
77,0.87421489
78,0.86712941
79,0.86518412
80,0.85565954
81,0.8545114
82,0.84869032
83,0.83215686
84,0.8300973
85,0.81255344
86,0.81230142
87,0.8017437
88,0.79234568
89,0.78510638
90,0.77228992
91,0.76335541
92,0.74493577
93,0.73129085
94,0.72428905
95,0.71358731
96,0.69250929
97,0.67874271
98,0.66206831
99,0.49854483
100,0.14285445
101,0
102,0
103,0
104,0
105,0
106,0
107,0
108,0
109,0
110,0
111,0
112,0
113,0
114,0
115,0
116,0
117,0
118,0
119,0
120,0
121,0
122,0
123,0
124,0
125,0
126,0
127,0
128,0
129,0
130,0
131,0
132,0
133,0
134,0
135,0
136,0
137,0
138,0
139,0
140,0
141,0
142,0
143,0
144,0
145,0
146,0
147,0
148,0
149,0
150,0
151,0
152,0
153,0
154,0
155,0
156,0
157,0
158,0
159,0
160,0
161,0
162,0
163,0
164,0
165,0
166,0
167,0
168,0
169,0
170,0
171,0
172,0
173,0
174,0
175,0
176,0
177,0
178,0
179,0
180,0
181,0
182,0
183,0
184,0
185,0
186,0
187,0
188,0
189,0
190,0
191,0
192,0
193,0
194,0
195,0
196,0
197,0
198,0
199,0
200,0
201,0
202,0
203,0
204,0
205,0
206,0
207,0
208,0
209,0
210,0
211,0
212,0
213,0
214,0
215,0
216,0
217,0
218,0
219,0
220,0
221,0
222,0
223,0
224,0
225,0
226,0
227,0
228,0
229,0
230,0
231,0
232,0
233,0
234,0
235,0
236,0
237,0
238,0
239,0
240,0
241,0
242,0
243,0
244,0
245,0
246,0
247,0
248,0
249,0
250,0
251,0
252,0
253,0
254,0
255,0
256,0
257,0
258,0
259,0
260,0
261,0
262,0
263,0
264,0
265,0
266,0
267,0
268,0
269,0
270,0
271,0
272,0
273,0
274,0
275,0
276,0
277,0
278,0
279,0
280,0
281,0
282,0
283,0
284,0
285,0
286,0
287,0
288,0
289,0
290,0
291,0
292,0
293,0
294,0
295,0
296,0
297,0
298,0
299,0
300,0
301,0
302,0
303,0
304,0
305,0
306,0
307,0
308,0
309,0
310,0
311,0
312,0
313,0
314,0
315,0
316,0
317,0
318,0
319,0
320,0
321,0
322,0
323,0
324,0
325,0
326,0
327,0
328,0
329,0
330,0
331,0
332,0
333,0
334,0
335,0
336,0
337,0
338,0
339,0
340,0
341,0
342,0
343,0
344,0
345,0
346,0
347,0
348,0
349,0
350,0
351,0
352,0
353,0
354,0
355,0
356,0
357,0
358,0
359,0
360,0
361,0
