r,mean_alpha
0,0.32156863
1,0.3377451
2,0.32156863
3,0.32156863
4,0.31708683
5,0.32156863
6,0.31871658
7,0.31915535
8,0.31372549
9,0.31738562
10,0.3160323
11,0.31372549
12,0.31338448
13,0.31496388
14,0.31529412
15,0.31764706
16,0.31905882
17,0.31692084
18,0.31674208
19,0.31708683
20,0.30635769
21,0.31396316
22,0.31326413
23,0.31081232
24,0.31135431
25,0.31331269
26,0.3085605
27,0.31111111
28,0.30697674
29,0.30383632
30,0.3030012
31,0.30372933
32,0.30165913
33,0.30680507
34,0.29966704
35,0.30527903
36,0.29842494
37,0.29842494
38,0.29533912
39,0.29560514
40,0.28971342
41,0.28440422
42,0.2835413
43,0.27428887
44,0.28356808
45,0.27300564
46,0.27092437
47,0.27296327
48,0.26734447
49,0.2621259
50,0.26153474
51,0.25637892
52,0.25423242
53,0.24789601
54,0.24720407
55,0.238731
56,0.2312854
57,0.22745098
58,0.22414861
59,0.21796626
60,0.21688338
61,0.2143537
62,0.21128936
63,0.20768627
64,0.20721063
65,0.20516767
66,0.20030166
67,0.19842404
68,0.19842404
69,0.19758673
70,0.19766024
71,0.19636625
72,0.19607843
73,0.19592087
74,0.14745736
75,0.03830944
76,0
77,0
78,0
79,0
80,0
81,0
82,0
83,0
84,0
85,0
86,0
87,0
88,0
89,0
90,0
91,0
92,0
93,0
94,0
95,0
96,0
97,0
98,0
99,0
100,0
101,0
102,0
103,0
104,0
105,0
106,0
107,0
108,0
109,0
110,0
111,0
112,0
113,0
114,0
115,0
116,0
117,0
118,0
119,0
120,0
121,0
122,0
123,0
124,0
125,0
126,0
127,0
128,0
129,0
130,0
131,0
132,0
133,0
134,0
135,0
136,0
137,0
138,0
139,0
140,0
141,0
142,0
143,0
144,0
145,0
146,0
147,0
148,0
149,0
150,0
151,0
152,0
153,0
154,0
155,0
156,0
157,0
158,0
159,0
160,0
161,0
162,0
163,0
164,0
165,0
166,0
167,0
168,0
169,0
170,0
171,0
172,0
173,0
174,0
175,0
176,0
177,0
178,0
179,0
180,0
181,0
182,0
183,0
184,0
185,0
186,0
187,0
188,0
189,0
190,0
191,0
192,0
193,0
194,0
195,0
196,0
197,0
198,0
199,0
200,0
201,0
202,0
203,0
204,0
205,0
206,0
207,0
208,0
209,0
210,0
211,0
212,0
213,0
214,0
215,0
216,0
217,0
218,0
219,0
220,0
221,0
222,0
223,0
224,0
225,0
226,0
227,0
228,0
229,0
230,0
231,0
232,0
233,0
234,0
235,0
236,0
237,0
238,0
239,0
240,0
241,0
242,0
243,0
244,0
245,0
246,0
247,0
248,0
249,0
250,0
251,0
252,0
253,0
254,0
255,0
256,0
257,0
258,0
259,0
260,0
261,0
262,0
263,0
264,0
265,0
266,0
267,0
268,0
269,0
270,0
271,0
272,0
273,0
274,0
275,0
276,0
277,0
278,0
279,0
280,0
281,0
282,0
283,0
284,0
285,0
286,0
287,0
288,0
289,0
290,0
291,0
292,0
293,0
294,0
295,0
296,0
297,0
298,0
299,0
300,0
301,0
302,0
303,0
304,0
305,0
306,0
307,0
308,0
309,0
310,0
311,0
312,0
313,0
314,0
315,0
316,0
317,0
318,0
319,0
320,0
321,0
322,0
323,0
324,0
325,0
326,0
327,0
328,0
329,0
330,0
331,0
332,0
333,0
334,0
335,0
336,0
337,0
338,0
339,0
340,0
341,0
342,0
343,0
344,0
345,0
346,0
347,0
348,0
349,0
350,0
351,0
352,0
353,0
354,0
355,0
356,0
357,0
358,0
359,0
360,0
361,0
