r,mean_alpha
0,0.93921569
1,0.94019608
2,0.9272549
3,0.92803922
4,0.92983193
5,0.92708333
6,0.93297683
7,0.9280543
8,0.92589869
9,0.92457516
10,0.93079585
11,0.92285539
12,0.9258312
13,0.9252322
14,0.92117647
15,0.92324346
16,0.92756863
17,0.92098765
18,0.91591252
19,0.92056022
20,0.91455734
21,0.91720143
22,0.91701269
23,0.91826331
24,0.91746466
25,0.91666667
26,0.9163319
27,0.91442266
28,0.91420429
29,0.91091219
30,0.90966387
31,0.91174548
32,0.91059578
33,0.91355248
34,0.90887902
35,0.91229261
36,0.9096432
37,0.90869495
38,0.90425908
39,0.90234956
40,0.90057315
41,0.89909502
42,0.89659834
43,0.89168738
44,0.89283347
45,0.88717432
46,0.88812325
47,0.8854322
48,0.88174776
49,0.88386223
50,0.88013798
51,0.8789152
52,0.87599235
53,0.86975105
54,0.87138707
55,0.86596167
56,0.86430283
57,0.86081663
58,0.85775026
59,0.85481076
60,0.85267286
61,0.84600228
62,0.84185977
63,0.83897059
64,0.84067046
65,0.83328752
66,0.82898756
67,0.8203042
68,0.81747297
69,0.81578054
70,0.81217664
71,0.80383162
72,0.7944075
73,0.79276085
74,0.78531006
75,0.77495469
76,0.77364981
77,0.75832935
78,0.74938824
79,0.74703491
80,0.73585116
81,0.73421011
82,0.72710672
83,0.70808446
84,0.7057423
85,0.68567743
86,0.68434951
87,0.67344538
88,0.66194626
89,0.65431094
90,0.64082633
91,0.63131412
92,0.61242055
93,0.59821623
94,0.59114401
95,0.57979339
96,0.5597014
97,0.54699921
98,0.53051233
99,0.39886546
100,0.11395802
101,0
102,0
103,0
104,0
105,0
106,0
107,0
108,0
109,0
110,0
111,0
112,0
113,0
114,0
115,0
116,0
117,0
118,0
119,0
120,0
121,0
122,0
123,0
124,0
125,0
126,0
127,0
128,0
129,0
130,0
131,0
132,0
133,0
134,0
135,0
136,0
137,0
138,0
139,0
140,0
141,0
142,0
143,0
144,0
145,0
146,0
147,0
148,0
149,0
150,0
151,0
152,0
153,0
154,0
155,0
156,0
157,0
158,0
159,0
160,0
161,0
162,0
163,0
164,0
165,0
166,0
167,0
168,0
169,0
170,0
171,0
172,0
173,0
174,0
175,0
176,0
177,0
178,0
179,0
180,0
181,0
182,0
183,0
184,0
185,0
186,0
187,0
188,0
189,0
190,0
191,0
192,0
193,0
194,0
195,0
196,0
197,0
198,0
199,0
200,0
201,0
202,0
203,0
204,0
205,0
206,0
207,0
208,0
209,0
210,0
211,0
212,0
213,0
214,0
215,0
216,0
217,0
218,0
219,0
220,0
221,0
222,0
223,0
224,0
225,0
226,0
227,0
228,0
229,0
230,0
231,0
232,0
233,0
234,0
235,0
236,0
237,0
238,0
239,0
240,0
241,0
242,0
243,0
244,0
245,0
246,0
247,0
248,0
249,0
250,0
251,0
252,0
253,0
254,0
255,0
256,0
257,0
258,0
259,0
260,0
261,0
262,0
263,0
264,0
265,0
266,0
267,0
268,0
269,0
270,0
271,0
272,0
273,0
274,0
275,0
276,0
277,0
278,0
279,0
280,0
281,0
282,0
283,0
284,0
285,0
286,0
287,0
288,0
289,0
290,0
291,0
292,0
293,0
294,0
295,0
296,0
297,0
298,0
299,0
300,0
301,0
302,0
303,0
304,0
305,0
306,0
307,0
308,0
309,0
310,0
311,0
312,0
313,0
314,0
315,0
316,0
317,0
318,0
319,0
320,0
321,0
322,0
323,0
324,0
325,0
326,0
327,0
328,0
329,0
330,0
331,0
332,0
333,0
334,0
335,0
336,0
337,0
338,0
339,0
340,0
341,0
342,0
343,0
344,0
345,0
346,0
347,0
348,0
349,0
350,0
351,0
352,0
353,0
354,0
355,0
356,0
357,0
358,0
359,0
360,0
361,0
