r,mean_alpha
0,0.26764706
1,0.26960784
2,0.25588235
3,0.25647059
4,0.25854342
5,0.25539216
6,0.26247772
7,0.2540724
8,0.25343137
9,0.25065359
10,0.25634371
11,0.24969363
12,0.25294118
13,0.25154799
14,0.2492549
15,0.24738562
16,0.2532549
17,0.24546115
18,0.24177979
19,0.24591036
20,0.2396019
21,0.24218657
22,0.2433391
23,0.24436975
24,0.24293206
25,0.24179567
26,0.24146341
27,0.23847495
28,0.23903329
29,0.23627451
30,0.23455382
31,0.23640907
32,0.23536953
33,0.23660131
34,0.2336478
35,0.23476621
36,0.23349405
37,0.23325297
38,0.22791707
39,0.22537187
40,0.22340875
41,0.2215083
42,0.21806298
43,0.21306269
44,0.21286937
45,0.2069299
46,0.2069888
47,0.20469484
48,0.20150085
49,0.20064499
50,0.19685306
51,0.1952381
52,0.19206121
53,0.18797092
54,0.18616558
55,0.18189028
56,0.18028322
57,0.17719242
58,0.17398349
59,0.17037164
60,0.16854489
61,0.16409671
62,0.1597148
63,0.15787255
64,0.15768501
65,0.15268463
66,0.14913273
67,0.14462159
68,0.14234011
69,0.13931938
70,0.13690064
71,0.13148948
72,0.12670077
73,0.12372199
74,0.11971146
75,0.11460702
76,0.11335569
77,0.1058425
78,0.10126275
79,0.09882034
80,0.09349376
81,0.09175833
82,0.08754677
83,0.08063348
84,0.07854931
85,0.07094943
86,0.06873479
87,0.06471989
88,0.05945534
89,0.05616743
90,0.05082633
91,0.04732502
92,0.04135903
93,0.0363494
94,0.03369043
95,0.02920779
96,0.02442009
97,0.02121092
98,0.01660974
99,0.01159822
100,0.00296003
101,0
102,0
103,0
104,0
105,0
106,0
107,0
108,0
109,0
110,0
111,0
112,0
113,0
114,0
115,0
116,0
117,0
118,0
119,0
120,0
121,0
122,0
123,0
124,0
125,0
126,0
127,0
128,0
129,0
130,0
131,0
132,0
133,0
134,0
135,0
136,0
137,0
138,0
139,0
140,0
141,0
142,0
143,0
144,0
145,0
146,0
147,0
148,0
149,0
150,0
151,0
152,0
153,0
154,0
155,0
156,0
157,0
158,0
159,0
160,0
161,0
162,0
163,0
164,0
165,0
166,0
167,0
168,0
169,0
170,0
171,0
172,0
173,0
174,0
175,0
176,0
177,0
178,0
179,0
180,0
181,0
182,0
183,0
184,0
185,0
186,0
187,0
188,0
189,0
190,0
191,0
192,0
193,0
194,0
195,0
196,0
197,0
198,0
199,0
200,0
201,0
202,0
203,0
204,0
205,0
206,0
207,0
208,0
209,0
210,0
211,0
212,0
213,0
214,0
215,0
216,0
217,0
218,0
219,0
220,0
221,0
222,0
223,0
224,0
225,0
226,0
227,0
228,0
229,0
230,0
231,0
232,0
233,0
234,0
235,0
236,0
237,0
238,0
239,0
240,0
241,0
242,0
243,0
244,0
245,0
246,0
247,0
248,0
249,0
250,0
251,0
252,0
253,0
254,0
255,0
256,0
257,0
258,0
259,0
260,0
261,0
262,0
263,0
264,0
265,0
266,0
267,0
268,0
269,0
270,0
271,0
272,0
273,0
274,0
275,0
276,0
277,0
278,0
279,0
280,0
281,0
282,0
283,0
284,0
285,0
286,0
287,0
288,0
289,0
290,0
291,0
292,0
293,0
294,0
295,0
296,0
297,0
298,0
299,0
300,0
301,0
302,0
303,0
304,0
305,0
306,0
307,0
308,0
309,0
310,0
311,0
312,0
313,0
314,0
315,0
316,0
317,0
318,0
319,0
320,0
321,0
322,0
323,0
324,0
325,0
326,0
327,0
328,0
329,0
330,0
331,0
332,0
333,0
334,0
335,0
336,0
337,0
338,0
339,0
340,0
341,0
342,0
343,0
344,0
345,0
346,0
347,0
348,0
349,0
350,0
351,0
352,0
353,0
354,0
355,0
356,0
357,0
358,0
359,0
360,0
361,0
