r,mean_alpha
0,1
1,1
2,1
3,0.99980392
4,1
5,0.99987745
6,1
7,0.99984917
8,0.9998366
9,0.99986928
10,0.99988466
11,0.99969363
12,0.99995737
13,0.9997936
14,0.99984314
15,0.9998366
16,1
17,0.99992738
18,0.99988688
19,0.99988796
20,0.9996732
21,0.99985146
22,0.99982699
23,0.99988796
24,0.9998632
25,0.999871
26,0.9998087
27,0.99971678
28,0.999772
29,0.99959506
30,0.99967987
31,0.99965398
32,0.99966063
33,0.99969243
34,0.99963004
35,0.9997549
36,0.99963034
37,0.99958213
38,0.99938926
39,0.99930696
40,0.99926094
41,0.99912519
42,0.9988265
43,0.99866059
44,0.99849489
45,0.99821381
46,0.99782913
47,0.99772162
48,0.99734931
49,0.99725232
50,0.99688937
51,0.9964604
52,0.9962219
53,0.99576999
54,0.99572743
55,0.99528531
56,0.99527233
57,0.9948287
58,0.99464396
59,0.99442544
60,0.99418989
61,0.99313725
62,0.99211725
63,0.99178431
64,0.99196711
65,0.98967381
66,0.98773567
67,0.98698003
68,0.98546821
69,0.98404035
70,0.9819822
71,0.97839539
72,0.97401535
73,0.97132353
74,0.96685796
75,0.96085022
76,0.95666495
77,0.94536904
78,0.93855686
79,0.92933206
80,0.91384433
81,0.90903077
82,0.89235893
83,0.86467572
84,0.85291169
85,0.81537668
86,0.80295549
87,0.76681373
88,0.73278867
89,0.69748992
90,0.64414566
91,0.60188287
92,0.52536173
93,0.45607298
94,0.40740813
95,0.33285959
96,0.25511342
97,0.20049682
98,0.13131562
99,0.07920212
100,0.01607592
101,0
102,0
103,0
104,0
105,0
106,0
107,0
108,0
109,0
110,0
111,0
112,0
113,0
114,0
115,0
116,0
117,0
118,0
119,0
120,0
121,0
122,0
123,0
124,0
125,0
126,0
127,0
128,0
129,0
130,0
131,0
132,0
133,0
134,0
135,0
136,0
137,0
138,0
139,0
140,0
141,0
142,0
143,0
144,0
145,0
146,0
147,0
148,0
149,0
150,0
151,0
152,0
153,0
154,0
155,0
156,0
157,0
158,0
159,0
160,0
161,0
162,0
163,0
164,0
165,0
166,0
167,0
168,0
169,0
170,0
171,0
172,0
173,0
174,0
175,0
176,0
177,0
178,0
179,0
180,0
181,0
182,0
183,0
184,0
185,0
186,0
187,0
188,0
189,0
190,0
191,0
192,0
193,0
194,0
195,0
196,0
197,0
198,0
199,0
200,0
201,0
202,0
203,0
204,0
205,0
206,0
207,0
208,0
209,0
210,0
211,0
212,0
213,0
214,0
215,0
216,0
217,0
218,0
219,0
220,0
221,0
222,0
223,0
224,0
225,0
226,0
227,0
228,0
229,0
230,0
231,0
232,0
233,0
234,0
235,0
236,0
237,0
238,0
239,0
240,0
241,0
242,0
243,0
244,0
245,0
246,0
247,0
248,0
249,0
250,0
251,0
252,0
253,0
254,0
255,0
256,0
257,0
258,0
259,0
260,0
261,0
262,0
263,0
264,0
265,0
266,0
267,0
268,0
269,0
270,0
271,0
272,0
273,0
274,0
275,0
276,0
277,0
278,0
279,0
280,0
281,0
282,0
283,0
284,0
285,0
286,0
287,0
288,0
289,0
290,0
291,0
292,0
293,0
294,0
295,0
296,0
297,0
298,0
299,0
300,0
301,0
302,0
303,0
304,0
305,0
306,0
307,0
308,0
309,0
310,0
311,0
312,0
313,0
314,0
315,0
316,0
317,0
318,0
319,0
320,0
321,0
322,0
323,0
324,0
325,0
326,0
327,0
328,0
329,0
330,0
331,0
332,0
333,0
334,0
335,0
336,0
337,0
338,0
339,0
340,0
341,0
342,0
343,0
344,0
345,0
346,0
347,0
348,0
349,0
350,0
351,0
352,0
353,0
354,0
355,0
356,0
357,0
358,0
359,0
360,0
361,0
