r,mean_alpha
0,0.99117647
1,0.99068627
2,0.98980392
3,0.99
4,0.98963585
5,0.98933824
6,0.9899287
7,0.989819
8,0.98905229
9,0.98908497
10,0.98956171
11,0.98884804
12,0.98951407
13,0.98931889
14,0.98890196
15,0.98892974
16,0.98933333
17,0.98867102
18,0.98861237
19,0.98865546
20,0.98853238
21,0.98853238
22,0.98863899
23,0.98876751
24,0.98864569
25,0.98857069
26,0.98852224
27,0.98825708
28,0.98839489
29,0.98819267
30,0.98821529
31,0.98831219
32,0.98797134
33,0.98833141
34,0.98790233
35,0.98810332
36,0.987946
37,0.98804243
38,0.98764063
39,0.98762677
40,0.98758673
41,0.98749623
42,0.98710636
43,0.98699254
44,0.98696493
45,0.98650282
46,0.98638655
47,0.98635736
48,0.98604454
49,0.98615841
50,0.98581457
51,0.98568882
52,0.98532999
53,0.98475435
54,0.98501573
55,0.98413748
56,0.98397603
57,0.98333333
58,0.98315789
59,0.98294574
60,0.98267286
61,0.98180088
62,0.98104575
63,0.98070588
64,0.98133038
65,0.97966832
66,0.97788462
67,0.97767088
68,0.9768829
69,0.97670626
70,0.97537486
71,0.97391617
72,0.97075874
73,0.97078081
74,0.967934
75,0.96511781
76,0.96328689
77,0.95661565
78,0.95377255
79,0.94988044
80,0.93981729
81,0.94071417
82,0.93348301
83,0.91651584
84,0.91209642
85,0.89084476
86,0.89154143
87,0.87256303
88,0.85981118
89,0.84579335
90,0.81989496
91,0.80146734
92,0.76260987
93,0.73238698
94,0.7117712
95,0.6809646
96,0.63128925
97,0.58740726
98,0.53580013
99,0.38903687
100,0.1130719
101,0
102,0
103,0
104,0
105,0
106,0
107,0
108,0
109,0
110,0
111,0
112,0
113,0
114,0
115,0
116,0
117,0
118,0
119,0
120,0
121,0
122,0
123,0
124,0
125,0
126,0
127,0
128,0
129,0
130,0
131,0
132,0
133,0
134,0
135,0
136,0
137,0
138,0
139,0
140,0
141,0
142,0
143,0
144,0
145,0
146,0
147,0
148,0
149,0
150,0
151,0
152,0
153,0
154,0
155,0
156,0
157,0
158,0
159,0
160,0
161,0
162,0
163,0
164,0
165,0
166,0
167,0
168,0
169,0
170,0
171,0
172,0
173,0
174,0
175,0
176,0
177,0
178,0
179,0
180,0
181,0
182,0
183,0
184,0
185,0
186,0
187,0
188,0
189,0
190,0
191,0
192,0
193,0
194,0
195,0
196,0
197,0
198,0
199,0
200,0
201,0
202,0
203,0
204,0
205,0
206,0
207,0
208,0
209,0
210,0
211,0
212,0
213,0
214,0
215,0
216,0
217,0
218,0
219,0
220,0
221,0
222,0
223,0
224,0
225,0
226,0
227,0
228,0
229,0
230,0
231,0
232,0
233,0
234,0
235,0
236,0
237,0
238,0
239,0
240,0
241,0
242,0
243,0
244,0
245,0
246,0
247,0
248,0
249,0
250,0
251,0
252,0
253,0
254,0
255,0
256,0
257,0
258,0
259,0
260,0
261,0
262,0
263,0
264,0
265,0
266,0
267,0
268,0
269,0
270,0
271,0
272,0
273,0
274,0
275,0
276,0
277,0
278,0
279,0
280,0
281,0
282,0
283,0
284,0
285,0
286,0
287,0
288,0
289,0
290,0
291,0
292,0
293,0
294,0
295,0
296,0
297,0
298,0
299,0
300,0
301,0
302,0
303,0
304,0
305,0
306,0
307,0
308,0
309,0
310,0
311,0
312,0
313,0
314,0
315,0
316,0
317,0
318,0
319,0
320,0
321,0
322,0
323,0
324,0
325,0
326,0
327,0
328,0
329,0
330,0
331,0
332,0
333,0
334,0
335,0
336,0
337,0
338,0
339,0
340,0
341,0
342,0
343,0
344,0
345,0
346,0
347,0
348,0
349,0
350,0
351,0
352,0
353,0
354,0
355,0
356,0
357,0
358,0
359,0
360,0
361,0
