r,mean_alpha
0,1
1,1
2,1
3,0.99960784
4,1
5,0.9997549
6,1
7,0.99977376
8,0.9996732
9,0.99973856
10,0.99976932
11,0.99932598
12,0.99991475
13,0.9995872
14,0.99968627
15,0.99963235
16,1
17,0.99985476
18,0.99981146
19,0.99980392
20,0.99937611
21,0.99964349
22,0.99965398
23,0.9997479
24,0.9996808
25,0.9996904
26,0.99966523
27,0.99943355
28,0.9995896
29,0.99925405
30,0.99933974
31,0.99930796
32,0.99930241
33,0.99946175
34,0.99922309
35,0.99956637
36,0.9993089
37,0.9991964
38,0.99877853
39,0.99861393
40,0.9985822
41,0.99823529
42,0.99768271
43,0.9973488
44,0.99705882
45,0.99615901
46,0.99556022
47,0.99527755
48,0.99449286
49,0.99423375
50,0.99340353
51,0.99219506
52,0.99154711
53,0.99044944
54,0.99005084
55,0.98885217
56,0.98867102
57,0.98738418
58,0.98642931
59,0.98540812
60,0.98448916
61,0.98225776
62,0.9798574
63,0.97896078
64,0.97889521
65,0.97488547
66,0.97164404
67,0.96963533
68,0.96700568
69,0.96433824
70,0.96104795
71,0.95529772
72,0.94842285
73,0.94368873
74,0.93678463
75,0.92768166
76,0.92209322
77,0.90587438
78,0.89577255
79,0.88444923
80,0.86481729
81,0.85757213
82,0.83753181
83,0.805181
84,0.79099219
85,0.74888692
86,0.73376986
87,0.69667367
88,0.65929557
89,0.62386316
90,0.57136555
91,0.53003506
92,0.4584787
93,0.39461465
94,0.35033762
95,0.28412949
96,0.21608997
97,0.16896529
98,0.1098988
99,0.06614256
100,0.01332956
101,0
102,0
103,0
104,0
105,0
106,0
107,0
108,0
109,0
110,0
111,0
112,0
113,0
114,0
115,0
116,0
117,0
118,0
119,0
120,0
121,0
122,0
123,0
124,0
125,0
126,0
127,0
128,0
129,0
130,0
131,0
132,0
133,0
134,0
135,0
136,0
137,0
138,0
139,0
140,0
141,0
142,0
143,0
144,0
145,0
146,0
147,0
148,0
149,0
150,0
151,0
152,0
153,0
154,0
155,0
156,0
157,0
158,0
159,0
160,0
161,0
162,0
163,0
164,0
165,0
166,0
167,0
168,0
169,0
170,0
171,0
172,0
173,0
174,0
175,0
176,0
177,0
178,0
179,0
180,0
181,0
182,0
183,0
184,0
185,0
186,0
187,0
188,0
189,0
190,0
191,0
192,0
193,0
194,0
195,0
196,0
197,0
198,0
199,0
200,0
201,0
202,0
203,0
204,0
205,0
206,0
207,0
208,0
209,0
210,0
211,0
212,0
213,0
214,0
215,0
216,0
217,0
218,0
219,0
220,0
221,0
222,0
223,0
224,0
225,0
226,0
227,0
228,0
229,0
230,0
231,0
232,0
233,0
234,0
235,0
236,0
237,0
238,0
239,0
240,0
241,0
242,0
243,0
244,0
245,0
246,0
247,0
248,0
249,0
250,0
251,0
252,0
253,0
254,0
255,0
256,0
257,0
258,0
259,0
260,0
261,0
262,0
263,0
264,0
265,0
266,0
267,0
268,0
269,0
270,0
271,0
272,0
273,0
274,0
275,0
276,0
277,0
278,0
279,0
280,0
281,0
282,0
283,0
284,0
285,0
286,0
287,0
288,0
289,0
290,0
291,0
292,0
293,0
294,0
295,0
296,0
297,0
298,0
299,0
300,0
301,0
302,0
303,0
304,0
305,0
306,0
307,0
308,0
309,0
310,0
311,0
312,0
313,0
314,0
315,0
316,0
317,0
318,0
319,0
320,0
321,0
322,0
323,0
324,0
325,0
326,0
327,0
328,0
329,0
330,0
331,0
332,0
333,0
334,0
335,0
336,0
337,0
338,0
339,0
340,0
341,0
342,0
343,0
344,0
345,0
346,0
347,0
348,0
349,0
350,0
351,0
352,0
353,0
354,0
355,0
356,0
357,0
358,0
359,0
360,0
361,0
